id;avg;std;item_count;sec_count;max_unitario;min;total;max
74172213;7.83;3.84;2;2;3.99;3.89;15.66;11.67
20566224;4.986666666666667;3.7361328789122163;3;2;10.19;1.59;14.96;10.19
32929222;1.39;0.0;1;1;1.39;1.39;1.39;1.39
32929322;5.787142857142858;5.344334020478975;7;2;5.89;0.69;40.510000000000005;17.669999999999995
26133321;9.120731707317074;7.973982201355307;41;8;122.6851851851852;0.79;373.95000000000005;42.19
44377526;3.894545454545454;2.30254943145582;11;4;7.29;325;42.839999999999996;8.370000000000001
37239820;8.683333333333334;3.171837882924592;3;3;60.0;5.25;26.05;12.9
74166813;4.15;0.0;1;1;4.15;4.15;4.15;4.15
65030415;7365;5.225425819969123;8;5;14.65;2.6542553191489366;58.92;17.669999999999995
26137021;4.1845454545454555;3.2029740828184377;11;5;12.89;1.35;46.03000000000001;12.89
32948922;4.097777777777777;3.462342745013933;9;5;12.95;0.89;36.879999999999995;12.95
34103218;25454;24.315755879676043;5;1;89.9099099099099;2245;127.27000000000001;59.90000000000001
65035915;7.78;0.0;1;1;3.89;3.89;7.78;7.78
26129621;3.0020000000000002;1.2780359932333676;5;3;6.012658227848103;0.99;15.010000000000002;4.75
65036115;4035;0.05499999999999994;2;1;4.09;1.99;8.07;4.09
44374326;4.09;1.7363755354185337;4;3;6.29;2.39;16.36;6.29
74168713;7.723333333333333;8.108157757605746;3;2;19.19;1.99;23.169999999999998;19.19
65036915;4.53;0.33113441379596914;4;2;4.69;0.99;18.12;4.78
37242620;6.955757575757576;5.231881885368075;33;8;22.75;0.4483333333333333;229.54000000000002;22.75
34098018;14.75;5.444722215136417;3;1;10.9;4.49;44.25;22.450000000000003
74173213;3.35;0.0;1;1;3.35;3.35;3.35;3.35
20560824;2685;1.3050000000000002;2;2;3.99;0.69;5.37;3.99
74163013;6.477499999999999;6.335042916192439;8;4;14.581218274111675;0.3975;51.81999999999999;22.98
44376826;4.49;0.0;1;1;4.49;4.49;4.49;4.49
21799029;8.410588235294117;6.814907940846636;17;5;23.63513513513513;1.29;142.98;29.38
28886423;8.9225;7.27918135850454;16;5;28.39;3.29;142.76;28.39
21802229;5205;5.362245331948175;4;3;14.39;0.85;20.82;14.39
20565824;1.99;0.0;1;1;0.04975;0.04975;1.99;1.99
44379126;30.009999999999994;27.580769870811555;3;2;184.6774193548387;2.99;90.02999999999999;68.69999999999999
74164713;3.75;0.0;1;1;3.75;3.75;3.75;3.75
44371626;26.82;5.43;2;2;32.25;21.39;53.64;32.25
32933022;7215;1.350657247416975;4;3;7.55;3.09;28.86;9.27
74175313;49.9;0.0;1;1;49.9;49.9;49.9;49.9
26123821;14.45;0.0;1;1;14.45;14.45;14.45;14.45
32924122;18016;19.31750563608045;5;3;18.98;1.59;90.08;55.16
74162813;4.054285714285714;3.0162694893946496;7;4;4.036809815950921;0.3975;28.38;10.77
26124421;9.927619047619048;7.877969828374569;21;5;34.69;1.1642335766423355;208.48000000000002;34.69
32926022;10.776666666666666;7.583602193036118;3;2;21.49;4.99;32.33;21.49
44378626;8.032499999999999;3.805826946932821;4;1;4.59;4.59;32.129999999999995;13.77
74163613;1.39;0.0;1;1;0.4257274119448698;0.4257274119448698;1.39;1.39
44371026;4.11;2.5125286068023187;3;1;7.45;1.39;12.330000000000002;7.45
74169113;15.79;0.0;1;1;15.79;15.79;15.79;15.79
34101218;3.79;0.0;1;1;0.9475;0.9475;3.79;3.79
20561224;8.209999999999999;4.502828740543733;3;2;6.19;2.89;24.63;14.45
65037315;5.573333333333333;3.1793168378687198;6;5;23.641975308641968;2.39;33.44;11.49
26135121;8.1075;3.9011347174038136;24;5;13.49;1.49;194.58;15.18
32938422;2.93;2.14;2;2;1.69;0.79;5.86;5.07
26132521;9135;4.851409588975147;8;3;20.275974025974023;2.09;73.08;15.99
34107918;9.966666666666667;10.55946126571911;3;1;25.803108808290162;1.25;29.9;24.9
37246320;8655;6.1816846409372905;4;3;8.79;1.55;34.62;17.58
32938122;5575;4.501081814408621;16;5;63.85135135135135;1.09;89.2;18.9
37242020;2.4299999999999997;0.31112698372208086;3;2;2.65;1.99;7.289999999999999;2.65
44381826;1.3900000000000001;0.09999999999999998;2;2;1.49;1.29;2.7800000000000002;1.49
37242220;10.99;0.0;1;1;10.99;10.99;10.99;10.99
34105918;10.799999999999999;9.988993943335835;3;1;88.92857142857142;3.0;32.4;24.9
32946122;8.75;1.8000000000000003;2;1;10.55;6.95;17.5;10.55
